fir_id,person_a,person_b,crime_type,date,location,case_status
F027926,P07574,P07732,Organized Fraud,2025-07-30,Kolkata,Open
F027927,P03048,P01728,Organized Fraud,2025-01-14,Ahmedabad,Closed
F027928,P08960,P01204,Organized Fraud,2025-04-11,Ahmedabad,Open
F027929,P03664,P05615,Organized Fraud,2025-04-13,Rajkot,Under Investigation
F027930,P08795,P02205,Money Laundering,2025-06-05,Vadodara,Open
F027931,P01426,P06960,Organized Fraud,2025-06-18,Hyderabad,Closed
F027932,P05790,P04068,Illegal Financing,2025-01-30,Rajkot,Under Investigation
F027933,P02854,P04664,Illegal Financing,2025-08-26,Kolkata,Closed
F027934,P09718,P09734,Financial Fraud,2025-07-19,Vadodara,Open
F027935,P00508,P03345,Cyber Fraud,2025-01-22,Surat,Open
F027936,P04679,P08350,Organized Fraud,2025-01-03,Mumbai,Under Investigation
F027937,P09206,P01932,Extortion,2025-02-20,Delhi,Under Investigation
F027938,P00111,P00166,Financial Fraud,2025-08-27,Indore,Open
F027939,P09052,P08026,Financial Fraud,2025-09-06,Indore,Open
F027940,P04854,P04529,Cyber Fraud,2025-06-19,Ahmedabad,Under Investigation
F027941,P01836,P02370,Cyber Fraud,2025-05-05,Hyderabad,Closed
F027942,P08392,P03047,Organized Fraud,2025-11-18,Pune,Open
F027943,P04446,P06237,Financial Fraud,2025-09-15,Vadodara,Open
F027944,P06949,P01330,Cyber Fraud,2025-02-10,Mumbai,Closed
F027945,P05327,P07095,Financial Fraud,2025-01-11,Kolkata,Open
F027946,P01272,P04215,Financial Fraud,2025-07-28,Indore,Under Investigation
F027947,P01169,P07384,Organized Fraud,2025-05-01,Mumbai,Under Investigation
F027948,P01997,P07349,Financial Fraud,2025-09-24,Pune,Open
F027949,P01179,P09985,Illegal Financing,2025-08-26,Indore,Under Investigation
F027950,P05282,P04385,Organized Fraud,2025-09-01,Bengaluru,Under Investigation
F027951,P00474,P01776,Organized Fraud,2025-12-03,Jaipur,Under Investigation
F027952,P03956,P09933,Financial Fraud,2025-10-09,Ahmedabad,Under Investigation
F027953,P09986,P01873,Cyber Fraud,2025-12-19,Delhi,Under Investigation
F027954,P05940,P03525,Money Laundering,2025-10-08,Kolkata,Under Investigation
F027955,P07682,P08291,Illegal Financing,2025-08-04,Rajkot,Open
F027956,P06580,P04976,Organized Fraud,2025-07-25,Indore,Under Investigation
F027957,P03543,P00380,Extortion,2025-12-12,Pune,Open
F027958,P01077,P08070,Cyber Fraud,2025-04-08,Kolkata,Under Investigation
F027959,P02668,P00695,Extortion,2025-05-23,Pune,Under Investigation
F027960,P07189,P07564,Illegal Financing,2025-08-31,Pune,Under Investigation
F027961,P09577,P04304,Financial Fraud,2025-08-07,Jaipur,Under Investigation
F027962,P03845,P01734,Illegal Financing,2025-04-12,Delhi,Open
F027963,P02620,P09699,Extortion,2025-11-09,Pune,Under Investigation
F027964,P09596,P08137,Financial Fraud,2025-06-10,Delhi,Under Investigation
F027965,P04895,P00866,Organized Fraud,2025-02-12,Hyderabad,Under Investigation
F027966,P07806,P06738,Cyber Fraud,2025-08-14,Pune,Open
F027967,P04956,P05755,Financial Fraud,2025-12-29,Surat,Closed
F027968,P03497,P09221,Extortion,2025-09-21,Surat,Under Investigation
F027969,P08744,P05816,Organized Fraud,2025-08-27,Rajkot,Under Investigation
F027970,P06732,P05846,Cyber Fraud,2025-09-10,Bengaluru,Open
F027971,P01698,P00553,Illegal Financing,2025-09-03,Surat,Open
F027972,P08739,P02115,Financial Fraud,2025-05-01,Rajkot,Under Investigation
F027973,P04265,P09862,Financial Fraud,2025-02-24,Jaipur,Open
F027974,P09660,P06196,Money Laundering,2025-12-24,Rajkot,Open
F027975,P09474,P02436,Extortion,2025-04-05,Jaipur,Open
F027976,P00541,P03469,Organized Fraud,2025-05-25,Delhi,Under Investigation
F027977,P06197,P03833,Extortion,2025-10-08,Rajkot,Open
F027978,P00305,P02197,Financial Fraud,2025-11-04,Kolkata,Under Investigation
F027979,P02528,P09513,Financial Fraud,2025-04-02,Rajkot,Open
F027980,P00207,P02946,Organized Fraud,2025-01-20,Mumbai,Closed
F027981,P02226,P05379,Illegal Financing,2025-04-05,Bengaluru,Under Investigation
F027982,P08135,P00316,Financial Fraud,2025-01-07,Bengaluru,Open
F027983,P05206,P02421,Illegal Financing,2025-01-07,Rajkot,Closed
F027984,P04266,P03575,Cyber Fraud,2025-01-09,Kolkata,Open
F027985,P01406,P01526,Extortion,2025-07-07,Kolkata,Under Investigation
F027986,P03674,P02812,Money Laundering,2025-06-10,Rajkot,Open
F027987,P07510,P07314,Cyber Fraud,2025-06-19,Surat,Under Investigation
F027988,P00230,P06429,Illegal Financing,2025-07-07,Indore,Closed
F027989,P05265,P02024,Extortion,2025-08-18,Ahmedabad,Open
F027990,P04521,P07045,Cyber Fraud,2025-10-31,Vadodara,Under Investigation
F027991,P04411,P05308,Cyber Fraud,2025-03-21,Pune,Under Investigation
F027992,P07832,P03896,Organized Fraud,2025-12-21,Jaipur,Open
F027993,P09380,P00999,Extortion,2025-07-14,Vadodara,Open
F027994,P07798,P07343,Cyber Fraud,2025-09-27,Indore,Open
F027995,P08432,P05726,Cyber Fraud,2025-07-26,Pune,Under Investigation
F027996,P06950,P03129,Money Laundering,2025-02-28,Mumbai,Under Investigation
F027997,P01437,P09167,Extortion,2025-12-30,Delhi,Open
F027998,P03683,P01164,Money Laundering,2025-05-19,Vadodara,Closed
F027999,P04770,P02231,Money Laundering,2025-05-05,Mumbai,Open
F028000,P01811,P02668,Cyber Fraud,2025-01-31,Hyderabad,Closed
F028001,P00431,P02368,Cyber Fraud,2025-03-03,Hyderabad,Open
F028002,P05560,P07091,Financial Fraud,2025-03-26,Hyderabad,Under Investigation
F028003,P09938,P03145,Money Laundering,2025-12-18,Vadodara,Under Investigation
F028004,P07107,P01281,Extortion,2025-09-04,Rajkot,Under Investigation
F028005,P03882,P05471,Extortion,2025-07-05,Bengaluru,Open
F028006,P00114,P06174,Cyber Fraud,2025-04-20,Rajkot,Open
F028007,P06322,P01729,Cyber Fraud,2025-08-06,Jaipur,Open
F028008,P09725,P04637,Illegal Financing,2025-04-06,Rajkot,Under Investigation
F028009,P02279,P00724,Financial Fraud,2025-10-29,Bengaluru,Open
F028010,P02801,P01795,Illegal Financing,2025-03-12,Surat,Open
F028011,P02726,P00741,Money Laundering,2025-04-07,Ahmedabad,Closed
F028012,P01586,P00560,Organized Fraud,2025-12-11,Rajkot,Closed
F028013,P06527,P02224,Money Laundering,2025-04-19,Mumbai,Open
F028014,P00611,P08312,Financial Fraud,2025-05-24,Rajkot,Closed
F028015,P01824,P05571,Illegal Financing,2025-06-12,Rajkot,Under Investigation
F028016,P08550,P02751,Organized Fraud,2025-01-25,Bengaluru,Under Investigation
F028017,P03649,P08302,Cyber Fraud,2025-11-03,Rajkot,Closed
F028018,P01835,P03619,Cyber Fraud,2025-11-23,Hyderabad,Open
F028019,P00790,P09377,Financial Fraud,2025-07-23,Pune,Open
F028020,P08514,P08756,Extortion,2025-11-16,Vadodara,Open
F028021,P05285,P00964,Financial Fraud,2025-09-10,Delhi,Under Investigation
F028022,P04049,P01139,Financial Fraud,2025-05-04,Delhi,Under Investigation
F028023,P02279,P06762,Money Laundering,2025-04-14,Indore,Open
F028024,P07332,P08803,Cyber Fraud,2025-11-25,Surat,Under Investigation
F028025,P07445,P00330,Financial Fraud,2025-06-10,Mumbai,Under Investigation
F028026,P01541,P00783,Organized Fraud,2025-01-31,Kolkata,Closed
F028027,P05750,P08900,Money Laundering,2025-02-06,Pune,Open
F028028,P01840,P04119,Financial Fraud,2025-03-13,Indore,Open
F028029,P08118,P09672,Cyber Fraud,2025-06-22,Jaipur,Open
F028030,P08414,P03189,Organized Fraud,2025-06-11,Surat,Open
F028031,P09911,P08279,Extortion,2025-01-04,Mumbai,Open
F028032,P02980,P05999,Illegal Financing,2025-07-10,Rajkot,Closed
F028033,P04016,P01667,Illegal Financing,2025-10-30,Mumbai,Open
F028034,P01491,P01581,Cyber Fraud,2025-03-01,Hyderabad,Under Investigation
F028035,P00651,P00852,Organized Fraud,2025-10-12,Surat,Under Investigation
F028036,P06593,P04549,Cyber Fraud,2025-03-15,Vadodara,Open
F028037,P09176,P03589,Money Laundering,2025-04-26,Hyderabad,Under Investigation
F028038,P01826,P06760,Cyber Fraud,2025-03-08,Pune,Closed
F028039,P02653,P01945,Money Laundering,2025-04-03,Surat,Under Investigation
F028040,P07089,P09895,Extortion,2025-04-07,Jaipur,Under Investigation
F028041,P08927,P02822,Organized Fraud,2025-03-23,Mumbai,Closed
F028042,P03555,P03361,Illegal Financing,2025-07-07,Jaipur,Closed
F028043,P08430,P04434,Illegal Financing,2025-05-29,Rajkot,Under Investigation
F028044,P08071,P04839,Illegal Financing,2025-08-15,Pune,Open
F028045,P04180,P02910,Extortion,2025-12-18,Rajkot,Under Investigation
F028046,P06848,P03613,Cyber Fraud,2025-06-13,Surat,Open
F028047,P00390,P06187,Organized Fraud,2025-09-12,Vadodara,Closed
F028048,P00149,P08501,Illegal Financing,2025-02-10,Vadodara,Under Investigation
F028049,P04027,P09267,Organized Fraud,2025-12-22,Jaipur,Under Investigation
F028050,P06723,P04370,Money Laundering,2025-12-13,Bengaluru,Open
F028051,P07345,P08195,Money Laundering,2025-02-17,Rajkot,Under Investigation
F028052,P07327,P01764,Organized Fraud,2025-04-19,Surat,Under Investigation
F028053,P08046,P08371,Extortion,2025-02-11,Mumbai,Open
F028054,P07661,P01169,Cyber Fraud,2025-10-28,Indore,Under Investigation
F028055,P02287,P10000,Financial Fraud,2025-10-17,Surat,Under Investigation
F028056,P04321,P04978,Illegal Financing,2025-07-02,Kolkata,Open
F028057,P08238,P05248,Cyber Fraud,2025-05-24,Vadodara,Under Investigation
F028058,P00520,P09140,Illegal Financing,2025-04-06,Hyderabad,Open
F028059,P05892,P05914,Extortion,2025-01-03,Surat,Under Investigation
F028060,P00186,P04561,Organized Fraud,2025-07-25,Bengaluru,Under Investigation
F028061,P04569,P07772,Organized Fraud,2025-03-28,Vadodara,Open
F028062,P04655,P02993,Cyber Fraud,2025-02-14,Vadodara,Open
F028063,P09095,P00043,Money Laundering,2025-12-21,Rajkot,Open
F028064,P07659,P03474,Financial Fraud,2025-06-12,Surat,Open
F028065,P03306,P09195,Cyber Fraud,2025-04-27,Mumbai,Open
F028066,P04173,P08887,Illegal Financing,2025-07-22,Indore,Under Investigation
F028067,P06809,P09157,Money Laundering,2025-05-06,Bengaluru,Under Investigation
F028068,P08280,P04435,Money Laundering,2025-11-11,Vadodara,Under Investigation
F028069,P05812,P01003,Money Laundering,2025-04-16,Rajkot,Closed
F028070,P08501,P08831,Organized Fraud,2025-03-08,Bengaluru,Under Investigation
F028071,P08931,P00288,Money Laundering,2025-06-05,Indore,Open
F028072,P07289,P01410,Money Laundering,2025-10-08,Rajkot,Open
F028073,P02601,P00156,Extortion,2025-04-03,Kolkata,Under Investigation
F028074,P08397,P01658,Illegal Financing,2025-08-05,Ahmedabad,Under Investigation
F028075,P01406,P02947,Money Laundering,2025-08-24,Pune,Open
F028076,P01323,P03431,Cyber Fraud,2025-09-12,Mumbai,Under Investigation
F028077,P09977,P08152,Cyber Fraud,2025-08-01,Delhi,Under Investigation
F028078,P01883,P07784,Organized Fraud,2025-08-29,Pune,Under Investigation
F028079,P00338,P08313,Financial Fraud,2025-11-26,Surat,Open
F028080,P09152,P03708,Illegal Financing,2025-08-18,Vadodara,Open
F028081,P02265,P09905,Illegal Financing,2025-10-18,Ahmedabad,Closed
F028082,P02453,P04047,Organized Fraud,2025-04-07,Surat,Under Investigation
F028083,P05316,P06060,Illegal Financing,2025-01-08,Rajkot,Open
F028084,P06538,P03992,Financial Fraud,2025-05-26,Bengaluru,Open
F028085,P04920,P07646,Money Laundering,2025-03-16,Mumbai,Under Investigation
F028086,P01201,P06462,Money Laundering,2025-03-04,Vadodara,Under Investigation
F028087,P03531,P07540,Money Laundering,2025-01-04,Jaipur,Closed
F028088,P03452,P06054,Organized Fraud,2025-06-22,Jaipur,Open
F028089,P01887,P00050,Illegal Financing,2025-03-23,Jaipur,Open
F028090,P03673,P01806,Organized Fraud,2025-10-12,Hyderabad,Under Investigation
F028091,P02201,P01943,Illegal Financing,2025-12-08,Ahmedabad,Open
F028092,P04608,P03527,Illegal Financing,2025-02-12,Ahmedabad,Open
F028093,P02966,P08202,Money Laundering,2025-06-17,Rajkot,Open
F028094,P02253,P05859,Money Laundering,2025-07-21,Hyderabad,Closed
F028095,P08378,P00004,Financial Fraud,2025-02-20,Mumbai,Under Investigation
F028096,P01488,P08866,Illegal Financing,2025-04-28,Surat,Closed
F028097,P01321,P02413,Extortion,2025-02-08,Surat,Open
F028098,P07114,P04644,Cyber Fraud,2025-01-08,Bengaluru,Open
F028099,P01989,P02891,Cyber Fraud,2025-12-18,Delhi,Open
F028100,P07416,P04018,Money Laundering,2025-06-15,Indore,Open
F028101,P02507,P01948,Extortion,2025-09-05,Hyderabad,Closed
F028102,P06859,P09016,Money Laundering,2025-12-05,Indore,Closed
F028103,P08705,P03489,Organized Fraud,2025-10-12,Pune,Under Investigation
F028104,P08487,P04205,Extortion,2025-08-18,Pune,Closed
F028105,P00861,P07158,Financial Fraud,2025-06-27,Jaipur,Open
F028106,P02865,P06193,Cyber Fraud,2025-12-17,Kolkata,Under Investigation
F028107,P08783,P08040,Financial Fraud,2025-03-06,Hyderabad,Under Investigation
F028108,P04404,P07722,Financial Fraud,2025-02-28,Pune,Open
F028109,P03034,P04703,Extortion,2025-08-06,Vadodara,Open
F028110,P04665,P09152,Cyber Fraud,2025-02-22,Jaipur,Open
F028111,P05163,P07122,Money Laundering,2025-03-15,Vadodara,Under Investigation
F028112,P04328,P00222,Extortion,2025-06-20,Kolkata,Under Investigation
F028113,P08065,P00076,Extortion,2025-07-29,Indore,Under Investigation
F028114,P03892,P07158,Illegal Financing,2025-12-14,Pune,Closed
F028115,P08238,P06137,Illegal Financing,2025-02-17,Kolkata,Open
F028116,P08065,P00891,Financial Fraud,2025-07-19,Bengaluru,Under Investigation
F028117,P00531,P05010,Organized Fraud,2025-01-07,Pune,Under Investigation
F028118,P04829,P04096,Extortion,2025-09-28,Jaipur,Open
F028119,P03014,P05086,Financial Fraud,2025-08-04,Vadodara,Closed
F028120,P01531,P00637,Cyber Fraud,2025-11-22,Ahmedabad,Open
F028121,P05509,P05381,Extortion,2025-01-20,Mumbai,Open
F028122,P03544,P08494,Illegal Financing,2025-06-01,Kolkata,Open
F028123,P08602,P05072,Extortion,2025-09-06,Delhi,Under Investigation
F028124,P02205,P03568,Illegal Financing,2025-07-19,Pune,Closed
F028125,P01438,P02509,Extortion,2025-07-20,Hyderabad,Open
F028126,P04072,P08945,Cyber Fraud,2025-09-13,Delhi,Open
F028127,P07995,P04121,Extortion,2025-11-05,Ahmedabad,Under Investigation
F028128,P09059,P06535,Organized Fraud,2025-03-04,Indore,Open
F028129,P09060,P02300,Cyber Fraud,2025-03-04,Jaipur,Open
F028130,P03279,P01081,Money Laundering,2025-07-28,Indore,Open
F028131,P09366,P00719,Cyber Fraud,2025-02-07,Kolkata,Open
F028132,P01158,P06502,Extortion,2025-10-21,Kolkata,Under Investigation
F028133,P09542,P03208,Cyber Fraud,2025-02-01,Pune,Closed
F028134,P08360,P00958,Extortion,2025-06-16,Rajkot,Open
F028135,P07772,P07932,Extortion,2025-12-21,Ahmedabad,Open
F028136,P08213,P07505,Cyber Fraud,2025-05-17,Ahmedabad,Open
F028137,P00585,P04762,Organized Fraud,2025-12-30,Indore,Open
F028138,P00054,P08017,Illegal Financing,2025-01-31,Indore,Open
F028139,P03144,P00780,Money Laundering,2025-11-23,Rajkot,Open
F028140,P00781,P00946,Financial Fraud,2025-05-20,Mumbai,Open
F028141,P06462,P06339,Cyber Fraud,2025-11-27,Hyderabad,Open
F028142,P01721,P05341,Financial Fraud,2025-05-15,Ahmedabad,Open
F028143,P04418,P01430,Extortion,2025-06-16,Indore,Under Investigation
F028144,P01125,P09597,Money Laundering,2025-09-17,Pune,Open
F028145,P09066,P09318,Extortion,2025-01-17,Rajkot,Open
F028146,P08535,P02701,Organized Fraud,2025-03-11,Jaipur,Open
F028147,P06794,P06108,Cyber Fraud,2025-07-14,Pune,Open
F028148,P03073,P01446,Money Laundering,2025-01-30,Ahmedabad,Under Investigation
F028149,P04233,P00091,Money Laundering,2025-07-06,Kolkata,Open
F028150,P06791,P06792,Extortion,2025-04-14,Vadodara,Closed
F028151,P05927,P06465,Illegal Financing,2025-10-02,Bengaluru,Under Investigation
F028152,P06712,P04282,Organized Fraud,2025-02-28,Vadodara,Open
F028153,P02888,P02709,Extortion,2025-02-04,Jaipur,Open
F028154,P04736,P05965,Money Laundering,2025-07-23,Delhi,Under Investigation
F028155,P02287,P01720,Extortion,2025-10-28,Bengaluru,Open
F028156,P07117,P01941,Cyber Fraud,2025-04-20,Vadodara,Under Investigation
F028157,P05858,P04936,Financial Fraud,2025-07-20,Ahmedabad,Under Investigation
F028158,P00208,P04148,Money Laundering,2025-03-28,Delhi,Under Investigation
F028159,P04413,P06534,Extortion,2025-06-02,Ahmedabad,Closed
F028160,P04701,P09537,Financial Fraud,2025-03-08,Pune,Open
F028161,P07802,P09900,Extortion,2025-06-04,Ahmedabad,Open
F028162,P00417,P05138,Financial Fraud,2025-08-16,Mumbai,Under Investigation
F028163,P07184,P07841,Financial Fraud,2025-04-05,Surat,Under Investigation
F028164,P06816,P07355,Financial Fraud,2025-02-14,Mumbai,Closed
F028165,P04665,P01644,Illegal Financing,2025-11-28,Mumbai,Under Investigation
F028166,P09246,P02684,Illegal Financing,2025-08-03,Jaipur,Under Investigation
F028167,P05281,P00777,Cyber Fraud,2025-12-27,Delhi,Open
F028168,P00337,P03777,Cyber Fraud,2025-06-27,Ahmedabad,Under Investigation
F028169,P01556,P07178,Organized Fraud,2025-12-20,Delhi,Under Investigation
F028170,P00849,P01691,Money Laundering,2025-03-02,Kolkata,Under Investigation
F028171,P00007,P09045,Financial Fraud,2025-10-11,Ahmedabad,Under Investigation
F028172,P07704,P03188,Organized Fraud,2025-03-10,Vadodara,Under Investigation
F028173,P01293,P02095,Organized Fraud,2025-05-27,Delhi,Open
F028174,P08117,P04769,Illegal Financing,2025-05-14,Surat,Under Investigation
F028175,P01688,P07143,Cyber Fraud,2025-09-28,Vadodara,Under Investigation
F028176,P06656,P01804,Money Laundering,2025-12-18,Pune,Open
F028177,P08267,P02036,Cyber Fraud,2025-05-06,Hyderabad,Under Investigation
F028178,P00125,P09547,Money Laundering,2025-09-03,Delhi,Closed
F028179,P06618,P07774,Financial Fraud,2025-01-12,Hyderabad,Under Investigation
F028180,P00637,P01531,Cyber Fraud,2025-06-19,Indore,Open
F028181,P01470,P02909,Cyber Fraud,2025-07-24,Rajkot,Under Investigation
F028182,P04088,P07559,Organized Fraud,2025-08-15,Kolkata,Closed
F028183,P02156,P04528,Financial Fraud,2025-04-17,Mumbai,Under Investigation
F028184,P06148,P00779,Extortion,2025-11-01,Indore,Closed
F028185,P03310,P00094,Organized Fraud,2025-10-15,Mumbai,Under Investigation
F028186,P01096,P04065,Cyber Fraud,2025-07-07,Rajkot,Open
F028187,P05426,P05070,Money Laundering,2025-03-06,Rajkot,Under Investigation
F028188,P09595,P09683,Money Laundering,2025-03-25,Delhi,Open
F028189,P08600,P05277,Extortion,2025-01-13,Delhi,Open
F028190,P00869,P06433,Extortion,2025-07-11,Delhi,Under Investigation
F028191,P02953,P01392,Extortion,2025-08-21,Pune,Closed
F028192,P09145,P04780,Illegal Financing,2025-06-27,Rajkot,Open
F028193,P07199,P08190,Organized Fraud,2025-04-30,Rajkot,Under Investigation
F028194,P07228,P04819,Illegal Financing,2025-11-26,Jaipur,Under Investigation
F028195,P06807,P02102,Financial Fraud,2025-09-12,Hyderabad,Open
F028196,P04197,P08531,Illegal Financing,2025-10-17,Hyderabad,Open
F028197,P07730,P06648,Cyber Fraud,2025-04-21,Vadodara,Closed
F028198,P09390,P06280,Illegal Financing,2025-12-13,Jaipur,Under Investigation
F028199,P08807,P00598,Money Laundering,2025-03-30,Delhi,Open
F028200,P00777,P04260,Illegal Financing,2025-02-24,Kolkata,Open
F028201,P06847,P07417,Illegal Financing,2025-04-11,Bengaluru,Under Investigation
F028202,P06029,P07707,Illegal Financing,2025-06-17,Pune,Open
F028203,P05892,P05914,Organized Fraud,2025-06-30,Surat,Under Investigation
F028204,P00012,P01363,Financial Fraud,2025-03-08,Bengaluru,Open
F028205,P03156,P01716,Financial Fraud,2025-05-16,Jaipur,Under Investigation
F028206,P08412,P01338,Cyber Fraud,2025-04-14,Mumbai,Under Investigation
F028207,P07036,P02839,Financial Fraud,2025-07-16,Hyderabad,Closed
F028208,P03325,P04331,Financial Fraud,2025-11-08,Delhi,Under Investigation
F028209,P03646,P00136,Financial Fraud,2025-10-25,Hyderabad,Closed
F028210,P01632,P07884,Extortion,2025-02-08,Bengaluru,Under Investigation
F028211,P07419,P07406,Extortion,2025-04-26,Delhi,Under Investigation
F028212,P02570,P04549,Money Laundering,2025-12-20,Jaipur,Open
F028213,P02102,P08927,Organized Fraud,2025-06-02,Bengaluru,Under Investigation
F028214,P02546,P06498,Financial Fraud,2025-10-20,Pune,Open
F028215,P04377,P04462,Organized Fraud,2025-10-11,Delhi,Under Investigation
F028216,P03960,P02321,Cyber Fraud,2025-10-20,Hyderabad,Closed
F028217,P06950,P01097,Illegal Financing,2025-04-12,Hyderabad,Under Investigation
F028218,P02798,P04103,Money Laundering,2025-10-16,Hyderabad,Under Investigation
F028219,P09094,P08164,Illegal Financing,2025-03-17,Ahmedabad,Under Investigation
F028220,P03621,P04887,Extortion,2025-09-10,Delhi,Closed
F028221,P05061,P08684,Money Laundering,2025-03-28,Jaipur,Open
F028222,P04027,P09978,Organized Fraud,2025-03-03,Jaipur,Closed
F028223,P07583,P05588,Extortion,2025-01-16,Vadodara,Open
F028224,P01229,P06458,Cyber Fraud,2025-08-25,Mumbai,Closed
F028225,P05401,P07336,Extortion,2025-08-24,Ahmedabad,Open
F028226,P08180,P06962,Extortion,2025-06-18,Surat,Open
F028227,P08572,P07272,Organized Fraud,2025-05-28,Indore,Under Investigation
F028228,P04866,P01603,Cyber Fraud,2025-07-04,Jaipur,Open
F028229,P01158,P02439,Organized Fraud,2025-12-26,Rajkot,Open
F028230,P02577,P04989,Illegal Financing,2025-03-30,Pune,Under Investigation
F028231,P00276,P01978,Illegal Financing,2025-11-02,Hyderabad,Under Investigation
F028232,P05192,P03205,Cyber Fraud,2025-01-29,Delhi,Closed
F028233,P04234,P05131,Organized Fraud,2025-03-21,Hyderabad,Open
F028234,P05468,P05508,Extortion,2025-08-04,Ahmedabad,Open
F028235,P09671,P07603,Organized Fraud,2025-03-31,Vadodara,Under Investigation
F028236,P01859,P06144,Extortion,2025-06-01,Delhi,Closed
F028237,P03217,P05327,Money Laundering,2025-06-26,Vadodara,Open
F028238,P09857,P08389,Money Laundering,2025-03-10,Bengaluru,Under Investigation
F028239,P07391,P02423,Extortion,2025-10-17,Pune,Under Investigation
F028240,P08290,P09611,Financial Fraud,2025-11-10,Surat,Under Investigation
F028241,P04845,P03419,Money Laundering,2025-10-23,Ahmedabad,Under Investigation
F028242,P01607,P03257,Illegal Financing,2025-11-12,Ahmedabad,Open
F028243,P08535,P03309,Money Laundering,2025-09-27,Pune,Open
F028244,P06436,P06032,Cyber Fraud,2025-12-09,Pune,Open
F028245,P09871,P08350,Illegal Financing,2025-11-21,Vadodara,Closed
F028246,P09130,P09131,Financial Fraud,2025-01-12,Ahmedabad,Under Investigation
F028247,P07235,P05903,Financial Fraud,2025-02-15,Surat,Open
F028248,P09844,P00722,Illegal Financing,2025-10-29,Indore,Closed
F028249,P06810,P04938,Extortion,2025-01-02,Kolkata,Open
F028250,P05939,P02783,Extortion,2025-08-09,Jaipur,Open
F028251,P04749,P00434,Cyber Fraud,2025-10-11,Pune,Under Investigation
F028252,P05182,P09895,Illegal Financing,2025-03-14,Pune,Closed
F028253,P08980,P03734,Money Laundering,2025-11-02,Rajkot,Open
F028254,P07802,P08080,Extortion,2025-08-23,Ahmedabad,Under Investigation
F028255,P09786,P03728,Organized Fraud,2025-04-24,Vadodara,Open
F028256,P02507,P06977,Cyber Fraud,2025-09-08,Rajkot,Under Investigation
F028257,P06081,P06462,Illegal Financing,2025-11-01,Mumbai,Closed
F028258,P06134,P00784,Organized Fraud,2025-03-30,Kolkata,Open
F028259,P07294,P05366,Cyber Fraud,2025-06-17,Kolkata,Closed
F028260,P08204,P05294,Money Laundering,2025-01-30,Delhi,Under Investigation
F028261,P09483,P08689,Financial Fraud,2025-11-03,Delhi,Open
F028262,P07013,P05134,Cyber Fraud,2025-05-04,Mumbai,Under Investigation
F028263,P02325,P00783,Financial Fraud,2025-05-30,Hyderabad,Under Investigation
F028264,P03290,P00778,Financial Fraud,2025-07-05,Delhi,Open
F028265,P01184,P07752,Money Laundering,2025-06-29,Kolkata,Under Investigation
F028266,P03108,P06914,Money Laundering,2025-12-02,Delhi,Open
F028267,P00279,P08506,Organized Fraud,2025-02-19,Surat,Closed
F028268,P05685,P01579,Organized Fraud,2025-06-21,Surat,Under Investigation
F028269,P05770,P08930,Organized Fraud,2025-06-06,Jaipur,Under Investigation
F028270,P07606,P06590,Organized Fraud,2025-05-12,Vadodara,Closed
F028271,P04194,P00397,Money Laundering,2025-07-25,Rajkot,Open
F028272,P02362,P06641,Money Laundering,2025-04-06,Ahmedabad,Open
F028273,P03876,P07557,Money Laundering,2025-11-13,Ahmedabad,Under Investigation
F028274,P02043,P08149,Illegal Financing,2025-09-06,Pune,Under Investigation
F028275,P03981,P01834,Organized Fraud,2025-06-10,Surat,Under Investigation
F028276,P02380,P01322,Extortion,2025-11-13,Indore,Under Investigation
F028277,P02007,P04117,Organized Fraud,2025-07-25,Mumbai,Under Investigation
F028278,P01201,P06414,Organized Fraud,2025-12-18,Vadodara,Under Investigation
F028279,P01073,P05545,Financial Fraud,2025-10-09,Indore,Under Investigation
F028280,P08045,P02840,Cyber Fraud,2025-03-14,Surat,Open
F028281,P01857,P01964,Cyber Fraud,2025-10-03,Delhi,Open
F028282,P06265,P03425,Financial Fraud,2025-04-06,Surat,Open
F028283,P08765,P08576,Organized Fraud,2025-11-26,Surat,Under Investigation
F028284,P08807,P02819,Illegal Financing,2025-09-19,Surat,Open
F028285,P02159,P00722,Organized Fraud,2025-11-14,Jaipur,Open
F028286,P04333,P06448,Money Laundering,2025-05-28,Pune,Closed
F028287,P03128,P01586,Cyber Fraud,2025-01-12,Surat,Open
F028288,P02708,P01180,Organized Fraud,2025-01-13,Delhi,Open
F028289,P05612,P00767,Cyber Fraud,2025-09-02,Hyderabad,Under Investigation
F028290,P00950,P04186,Financial Fraud,2025-09-28,Rajkot,Under Investigation
F028291,P05143,P03259,Illegal Financing,2025-12-12,Jaipur,Under Investigation
F028292,P03064,P01674,Extortion,2025-09-04,Rajkot,Under Investigation
F028293,P08035,P03166,Illegal Financing,2025-12-15,Ahmedabad,Open
F028294,P08093,P01252,Extortion,2025-10-02,Mumbai,Under Investigation
F028295,P02257,P04165,Financial Fraud,2025-06-18,Ahmedabad,Closed
F028296,P06842,P07002,Illegal Financing,2025-05-20,Mumbai,Open
F028297,P09800,P09770,Organized Fraud,2025-03-01,Delhi,Under Investigation
F028298,P01645,P03362,Cyber Fraud,2025-04-24,Surat,Open
F028299,P05402,P08400,Money Laundering,2025-09-19,Indore,Open
F028300,P04568,P03043,Financial Fraud,2025-10-12,Kolkata,Open
F028301,P08566,P09230,Extortion,2025-11-12,Ahmedabad,Open
F028302,P03808,P09696,Money Laundering,2025-12-25,Ahmedabad,Open
