transaction_id,sender_id,receiver_id,amount_inr,date,method,location,risk_label
T0188809,P00525,P06452,50900,2025-02-03,UPI,Jaipur,Normal
T0188810,P02197,P06985,477885,2025-04-11,UPI,Delhi,Suspicious
T0188811,P09042,P05002,65833,2025-05-10,Bank Transfer,Pune,Normal
T0188812,P04331,P00646,109024,2025-06-16,Bank Transfer,Kolkata,Normal
T0188813,P08751,P03603,7923,2025-03-06,UPI,Rajkot,Normal
T0188814,P04040,P09781,32608,2025-03-21,Bank Transfer,Jaipur,Normal
T0188815,P03484,P01384,9105,2025-04-07,Cash,Vadodara,Normal
T0188816,P09195,P01567,143428,2025-02-27,Bank Transfer,Ahmedabad,Normal
T0188817,P08415,P04702,105689,2025-01-18,Crypto,Rajkot,Normal
T0188818,P05560,P02522,106469,2025-04-13,Crypto,Jaipur,Normal
T0188819,P03532,P02505,149090,2025-05-13,Crypto,Delhi,Normal
T0188820,P00172,P09526,185126,2025-04-03,UPI,Vadodara,Normal
T0188821,P03017,P02844,12939,2025-01-23,Bank Transfer,Jaipur,Normal
T0188822,P02957,P02353,40324,2025-10-01,UPI,Hyderabad,Normal
T0188823,P00913,P04486,93661,2025-04-30,Crypto,Surat,Normal
T0188824,P04421,P05811,51136,2025-05-22,Crypto,Mumbai,Normal
T0188825,P09347,P02670,326373,2025-11-26,Bank Transfer,Pune,Suspicious
T0188826,P06889,P05706,91262,2025-01-03,Bank Transfer,Pune,Normal
T0188827,P00525,P09781,90000,2025-04-26,UPI,Pune,Normal
T0188828,P07639,P03429,268419,2025-04-12,Bank Transfer,Kolkata,Normal
T0188829,P06781,P04414,51797,2025-08-09,Crypto,Surat,Normal
T0188830,P04363,P08890,120719,2025-11-28,Bank Transfer,Kolkata,Normal
T0188831,P04408,P05630,354547,2025-07-04,UPI,Delhi,Suspicious
T0188832,P07079,P04141,113620,2025-10-04,Wallet,Delhi,Normal
T0188833,P01726,P03257,31908,2025-07-31,Bank Transfer,Pune,Normal
T0188834,P03904,P03905,235727,2025-12-13,Bank Transfer,Bengaluru,Normal
T0188835,P00225,P04502,974128,2025-05-25,Wallet,Vadodara,Suspicious
T0188836,P00824,P05289,36173,2025-03-13,Bank Transfer,Rajkot,Normal
T0188837,P08295,P01782,292962,2025-01-22,UPI,Mumbai,Normal
T0188838,P03414,P05237,97364,2025-11-06,Bank Transfer,Ahmedabad,Normal
T0188839,P06118,P04696,62475,2025-05-25,Crypto,Surat,Normal
T0188840,P02327,P05839,40550,2025-07-06,UPI,Hyderabad,Normal
T0188841,P01387,P00355,78905,2025-04-22,Bank Transfer,Ahmedabad,Normal
T0188842,P06514,P09757,56395,2025-11-11,UPI,Indore,Normal
T0188843,P09855,P00308,10368,2025-08-04,Bank Transfer,Ahmedabad,Normal
T0188844,P02972,P04268,4874,2025-11-12,Bank Transfer,Mumbai,Normal
T0188845,P09541,P06496,25937,2025-11-23,Bank Transfer,Indore,Normal
T0188846,P00600,P05350,19313,2025-07-14,Bank Transfer,Jaipur,Normal
T0188847,P04483,P01103,205426,2025-07-19,Bank Transfer,Kolkata,Suspicious
T0188848,P01206,P07310,95958,2025-11-13,Crypto,Pune,Normal
T0188849,P03953,P01434,54028,2025-03-31,Cash,Jaipur,Suspicious
T0188850,P01093,P06630,68956,2025-08-29,Bank Transfer,Bengaluru,Normal
T0188851,P09119,P01214,100602,2025-01-28,UPI,Kolkata,Normal
T0188852,P09129,P08539,8116,2025-01-22,UPI,Indore,Normal
T0188853,P09703,P01394,84667,2025-12-29,UPI,Ahmedabad,Suspicious
T0188854,P04117,P00850,65440,2025-08-06,Cash,Pune,Normal
T0188855,P07674,P02109,65048,2025-08-30,UPI,Mumbai,Normal
T0188856,P00954,P06020,413327,2025-07-26,Crypto,Surat,Suspicious
T0188857,P08173,P05893,61554,2025-04-27,Bank Transfer,Vadodara,Normal
T0188858,P01674,P04660,593322,2025-03-31,UPI,Pune,Suspicious
T0188859,P00869,P03548,30304,2025-05-10,UPI,Vadodara,Normal
T0188860,P02126,P02339,19866,2025-04-28,Bank Transfer,Bengaluru,Normal
T0188861,P00830,P01260,100024,2025-02-25,UPI,Ahmedabad,Normal
T0188862,P07259,P02284,122509,2025-08-01,Bank Transfer,Kolkata,Normal
T0188863,P09618,P04579,31081,2025-10-03,Bank Transfer,Ahmedabad,Normal
T0188864,P09517,P00263,73494,2025-09-19,UPI,Rajkot,Normal
T0188865,P00195,P05469,42031,2025-01-06,Cash,Ahmedabad,Normal
T0188866,P05990,P05110,33340,2025-11-26,Bank Transfer,Pune,Normal
T0188867,P07187,P06478,61233,2025-06-09,Bank Transfer,Kolkata,Normal
T0188868,P08017,P02066,16222,2025-05-04,UPI,Vadodara,Normal
T0188869,P05403,P02287,28020,2025-06-04,UPI,Bengaluru,Normal
T0188870,P00651,P00427,100019,2025-07-27,Bank Transfer,Hyderabad,Normal
T0188871,P05332,P08642,115890,2025-09-28,UPI,Pune,Normal
T0188872,P09016,P03869,27876,2025-10-18,Bank Transfer,Rajkot,Normal
T0188873,P02582,P04475,21646,2025-06-19,UPI,Surat,Normal
T0188874,P08673,P03848,180094,2025-06-02,UPI,Pune,Normal
T0188875,P04425,P09612,8925,2025-04-14,UPI,Mumbai,Normal
T0188876,P04294,P05352,31929,2025-08-01,Crypto,Rajkot,Normal
T0188877,P05410,P03197,501916,2025-08-03,Bank Transfer,Bengaluru,Suspicious
T0188878,P00250,P08442,56249,2025-03-07,Cash,Rajkot,Normal
T0188879,P06141,P06433,54203,2025-05-13,Bank Transfer,Pune,Normal
T0188880,P09463,P03440,45586,2025-08-15,Cash,Pune,Normal
T0188881,P05268,P08414,38987,2025-01-10,UPI,Hyderabad,Normal
T0188882,P05681,P09555,186146,2025-03-20,Bank Transfer,Ahmedabad,Normal
T0188883,P09412,P04711,20645,2025-01-04,Bank Transfer,Bengaluru,Normal
T0188884,P04686,P01551,33579,2025-02-01,Bank Transfer,Pune,Normal
T0188885,P06672,P00317,39507,2025-04-13,UPI,Vadodara,Normal
T0188886,P06672,P04339,40545,2025-08-22,Bank Transfer,Surat,Normal
T0188887,P08422,P00518,13073,2025-07-06,Bank Transfer,Ahmedabad,Normal
T0188888,P01564,P01524,24446,2025-02-02,Crypto,Vadodara,Normal
T0188889,P09796,P08318,190766,2025-11-22,UPI,Pune,Normal
T0188890,P04900,P04421,113631,2025-07-02,Bank Transfer,Ahmedabad,Suspicious
T0188891,P02041,P01203,32169,2025-03-10,Wallet,Pune,Normal
T0188892,P01171,P00042,254570,2025-11-06,Cash,Kolkata,Normal
T0188893,P09118,P01783,18922,2025-07-19,Crypto,Jaipur,Suspicious
T0188894,P04058,P09276,166532,2025-01-09,Bank Transfer,Surat,Suspicious
T0188895,P09567,P03591,13701,2025-10-13,Bank Transfer,Delhi,Normal
T0188896,P07755,P08568,9017,2025-09-30,Crypto,Mumbai,Normal
T0188897,P01153,P06436,92581,2025-11-10,Crypto,Indore,Normal
T0188898,P03992,P01545,575756,2025-12-05,Crypto,Ahmedabad,Suspicious
T0188899,P07286,P06659,142479,2025-04-22,UPI,Vadodara,Normal
T0188900,P09526,P01154,12681,2025-11-17,Bank Transfer,Mumbai,Normal
T0188901,P05824,P05825,35629,2025-02-10,Bank Transfer,Kolkata,Normal
T0188902,P01956,P07916,409660,2025-11-18,UPI,Delhi,Suspicious
T0188903,P09362,P05990,159837,2025-03-30,UPI,Kolkata,Normal
T0188904,P04044,P00054,13155,2025-03-26,UPI,Mumbai,Normal
T0188905,P01315,P07527,243191,2025-01-04,UPI,Kolkata,Normal
T0188906,P08186,P08153,56767,2025-01-08,Bank Transfer,Ahmedabad,Normal
T0188907,P09586,P07641,197685,2025-09-18,Bank Transfer,Pune,Normal
T0188908,P07839,P02996,55296,2025-08-21,Bank Transfer,Ahmedabad,Normal
T0188909,P08086,P07374,10374,2025-05-03,UPI,Kolkata,Normal
T0188910,P04731,P01837,116025,2025-08-24,UPI,Mumbai,Normal
T0188911,P01383,P07074,168064,2025-03-14,Crypto,Hyderabad,Normal
T0188912,P09745,P04909,4958,2025-09-04,Bank Transfer,Jaipur,Normal
T0188913,P09284,P09977,24050,2025-03-16,Wallet,Jaipur,Suspicious
T0188914,P02741,P08815,51635,2025-06-14,Bank Transfer,Mumbai,Normal
T0188915,P01068,P05837,7915,2025-03-26,UPI,Hyderabad,Suspicious
T0188916,P01762,P02358,18734,2025-09-03,UPI,Vadodara,Normal
T0188917,P03092,P00290,190791,2025-07-24,Cash,Surat,Normal
T0188918,P06521,P09341,76842,2025-12-29,UPI,Surat,Normal
T0188919,P06619,P06470,19541,2025-04-23,UPI,Ahmedabad,Normal
T0188920,P03565,P07104,469597,2025-11-25,UPI,Ahmedabad,Suspicious
T0188921,P01184,P02851,106842,2025-10-26,UPI,Pune,Normal
T0188922,P06934,P01735,828583,2025-08-19,Bank Transfer,Hyderabad,Suspicious
T0188923,P00590,P03031,61494,2025-03-23,UPI,Jaipur,Suspicious
T0188924,P01425,P09612,125625,2025-01-26,UPI,Mumbai,Normal
T0188925,P05264,P02202,135680,2025-02-20,UPI,Indore,Normal
T0188926,P00518,P01728,46035,2025-11-01,Cash,Jaipur,Normal
T0188927,P02117,P01041,16710,2025-12-12,UPI,Delhi,Normal
T0188928,P03161,P02021,119401,2025-10-21,UPI,Surat,Normal
T0188929,P02826,P01439,34325,2025-06-23,Bank Transfer,Ahmedabad,Normal
T0188930,P01743,P03115,115076,2025-01-06,UPI,Bengaluru,Normal
T0188931,P03271,P00402,62459,2025-07-23,UPI,Surat,Normal
T0188932,P09236,P04668,16316,2025-06-24,UPI,Delhi,Normal
T0188933,P07863,P08141,666630,2025-09-17,Crypto,Bengaluru,Suspicious
T0188934,P01755,P08011,68069,2025-04-25,Wallet,Ahmedabad,Suspicious
T0188935,P06718,P06258,149370,2025-05-23,UPI,Vadodara,Normal
T0188936,P07144,P08558,152526,2025-12-21,Bank Transfer,Rajkot,Normal
T0188937,P03800,P09640,100583,2025-11-06,Bank Transfer,Bengaluru,Normal
T0188938,P00581,P02718,5255,2025-01-30,UPI,Rajkot,Normal
T0188939,P04322,P08192,40305,2025-08-29,Wallet,Pune,Normal
T0188940,P01731,P00892,12020,2025-10-21,UPI,Vadodara,Normal
T0188941,P02028,P06200,268809,2025-07-16,Bank Transfer,Hyderabad,Normal
T0188942,P06825,P05993,94382,2025-02-05,Crypto,Indore,Normal
T0188943,P01968,P04073,130985,2025-02-24,Crypto,Jaipur,Suspicious
T0188944,P05218,P09405,13961,2025-06-13,Bank Transfer,Vadodara,Normal
T0188945,P07172,P03492,57896,2025-09-21,UPI,Vadodara,Normal
T0188946,P09281,P04259,36373,2025-08-04,UPI,Surat,Normal
T0188947,P09102,P04900,24696,2025-04-01,Bank Transfer,Bengaluru,Normal
T0188948,P07438,P05821,273425,2025-07-14,Bank Transfer,Rajkot,Normal
T0188949,P05298,P04459,98306,2025-07-17,UPI,Mumbai,Normal
T0188950,P08802,P04856,100634,2025-10-02,Cash,Kolkata,Normal
T0188951,P01185,P01918,15449,2025-03-30,Crypto,Pune,Normal
T0188952,P02737,P01447,333902,2025-02-13,Crypto,Hyderabad,Suspicious
T0188953,P02666,P08696,172213,2025-04-04,Bank Transfer,Kolkata,Normal
T0188954,P02917,P02671,115150,2025-12-03,Bank Transfer,Hyderabad,Normal
T0188955,P02173,P00295,156833,2025-07-01,Bank Transfer,Mumbai,Normal
T0188956,P05861,P08545,2210025,2025-09-25,Crypto,Kolkata,Suspicious
T0188957,P08974,P03519,270574,2025-07-22,Bank Transfer,Jaipur,Normal
T0188958,P09629,P07374,344460,2025-08-14,UPI,Surat,Suspicious
T0188959,P01722,P04103,293748,2025-05-31,Bank Transfer,Surat,Normal
T0188960,P05848,P08576,125660,2025-11-12,Bank Transfer,Kolkata,Normal
T0188961,P01877,P01384,22799,2025-12-12,UPI,Mumbai,Normal
T0188962,P01437,P05378,125706,2025-12-03,UPI,Rajkot,Normal
T0188963,P06533,P06687,14657,2025-10-08,Bank Transfer,Mumbai,Normal
T0188964,P06104,P02001,41623,2025-08-20,Cash,Jaipur,Suspicious
T0188965,P01775,P04788,111980,2025-02-12,UPI,Hyderabad,Normal
T0188966,P00676,P02698,398068,2025-12-13,UPI,Pune,Suspicious
T0188967,P08296,P04161,170450,2025-07-13,Bank Transfer,Rajkot,Suspicious
T0188968,P07285,P08007,60644,2025-03-28,Crypto,Pune,Normal
T0188969,P07966,P02623,19525,2025-10-11,UPI,Jaipur,Normal
T0188970,P06747,P02599,460833,2025-10-22,UPI,Hyderabad,Suspicious
T0188971,P07898,P03457,31981,2025-08-13,Bank Transfer,Mumbai,Normal
T0188972,P02382,P05920,47751,2025-07-26,Bank Transfer,Indore,Normal
T0188973,P04895,P07890,15228,2025-03-28,UPI,Delhi,Normal
T0188974,P06562,P04664,489074,2025-03-12,Bank Transfer,Surat,Suspicious
T0188975,P07667,P02245,76206,2025-01-12,UPI,Mumbai,Normal
T0188976,P03518,P05053,209728,2025-12-03,Crypto,Hyderabad,Normal
T0188977,P06965,P09707,45917,2025-01-01,UPI,Rajkot,Normal
T0188978,P03461,P09775,161658,2025-12-09,Bank Transfer,Jaipur,Normal
T0188979,P03893,P00098,25334,2025-08-17,Crypto,Indore,Normal
T0188980,P07988,P06469,932483,2025-07-27,Bank Transfer,Delhi,Suspicious
T0188981,P01626,P05527,192229,2025-03-24,Cash,Bengaluru,Suspicious
T0188982,P01733,P03055,151597,2025-04-02,UPI,Kolkata,Normal
T0188983,P01976,P00986,232357,2025-07-27,Bank Transfer,Kolkata,Suspicious
T0188984,P03982,P09515,539856,2025-12-08,Cash,Mumbai,Suspicious
T0188985,P09821,P04042,8001,2025-03-13,Bank Transfer,Bengaluru,Normal
T0188986,P07849,P07685,28410,2025-12-17,Bank Transfer,Delhi,Normal
T0188987,P06584,P02258,63627,2025-09-11,Wallet,Indore,Normal
T0188988,P09762,P01676,23785,2025-07-22,Cash,Rajkot,Suspicious
T0188989,P08442,P00876,285251,2025-06-04,UPI,Indore,Normal
T0188990,P08031,P09876,48581,2025-06-23,UPI,Ahmedabad,Normal
T0188991,P02015,P02556,28882,2025-08-07,Crypto,Bengaluru,Normal
T0188992,P03368,P07197,49936,2025-02-05,UPI,Indore,Normal
T0188993,P08463,P08642,184379,2025-02-13,Bank Transfer,Surat,Normal
T0188994,P03600,P05487,291811,2025-11-29,Bank Transfer,Rajkot,Normal
T0188995,P00414,P02378,39678,2025-05-24,UPI,Jaipur,Normal
T0188996,P09237,P00973,475270,2025-12-15,Crypto,Mumbai,Suspicious
T0188997,P09426,P06554,48827,2025-12-15,Bank Transfer,Rajkot,Normal
T0188998,P04912,P03171,29830,2025-05-31,UPI,Indore,Normal
T0188999,P04348,P04620,84286,2025-12-11,UPI,Jaipur,Normal
T0189000,P03870,P03698,65536,2025-07-08,Crypto,Surat,Normal
T0189001,P00684,P04093,25643,2025-06-29,Bank Transfer,Vadodara,Normal
T0189002,P00910,P01141,135837,2025-05-24,Wallet,Hyderabad,Normal
T0189003,P02518,P09326,134336,2025-09-25,UPI,Surat,Normal
T0189004,P07822,P03481,297815,2025-05-13,Bank Transfer,Rajkot,Normal
T0189005,P06954,P08438,29261,2025-04-17,Bank Transfer,Hyderabad,Normal
T0189006,P02652,P02902,78848,2025-06-18,Crypto,Vadodara,Normal
T0189007,P00767,P00536,129504,2025-12-30,Cash,Mumbai,Normal
T0189008,P02348,P05020,72495,2025-05-08,Crypto,Hyderabad,Normal
T0189009,P09218,P06964,28702,2025-02-11,Bank Transfer,Pune,Normal
T0189010,P05729,P03950,202051,2025-05-12,Bank Transfer,Jaipur,Normal
T0189011,P08042,P01057,60883,2025-11-13,Cash,Vadodara,Normal
T0189012,P09442,P08899,31594,2025-11-15,UPI,Vadodara,Normal
T0189013,P07783,P09491,58103,2025-09-08,Cash,Surat,Normal
T0189014,P08229,P01935,17540,2025-02-01,UPI,Surat,Normal
T0189015,P01976,P09981,374112,2025-11-16,UPI,Bengaluru,Suspicious
T0189016,P00155,P08280,200479,2025-02-26,UPI,Pune,Normal
T0189017,P08736,P08610,124682,2025-06-11,UPI,Rajkot,Normal
T0189018,P03776,P08129,103500,2025-07-02,UPI,Bengaluru,Normal
T0189019,P06365,P09600,23127,2025-01-15,Bank Transfer,Hyderabad,Normal
T0189020,P05566,P06398,109793,2025-06-08,Bank Transfer,Indore,Normal
T0189021,P09970,P08015,272079,2025-07-30,Bank Transfer,Hyderabad,Normal
T0189022,P05364,P04332,882483,2025-02-18,UPI,Pune,Suspicious
T0189023,P09295,P05886,35518,2025-04-01,Bank Transfer,Indore,Suspicious
T0189024,P05675,P08558,97057,2025-04-08,Cash,Pune,Normal
T0189025,P05181,P09603,7433,2025-12-08,Cash,Vadodara,Normal
T0189026,P01996,P02366,73839,2025-03-06,Bank Transfer,Rajkot,Normal
T0189027,P02391,P07085,32013,2025-08-30,Cash,Pune,Suspicious
T0189028,P09209,P09444,30628,2025-03-12,UPI,Mumbai,Normal
T0189029,P02571,P08201,99818,2025-11-21,Bank Transfer,Delhi,Normal
T0189030,P02852,P01323,79183,2025-06-14,Cash,Delhi,Normal
T0189031,P04584,P05596,138787,2025-12-02,UPI,Pune,Normal
T0189032,P07834,P07480,159203,2025-05-25,UPI,Ahmedabad,Normal
T0189033,P08782,P00952,4340,2025-04-14,Crypto,Surat,Normal
T0189034,P06408,P04460,49776,2025-06-04,Bank Transfer,Mumbai,Normal
T0189035,P06300,P09980,235947,2025-09-30,Bank Transfer,Ahmedabad,Normal
T0189036,P08997,P06373,75239,2025-11-18,Bank Transfer,Delhi,Normal
T0189037,P00187,P08814,12496,2025-07-02,UPI,Ahmedabad,Normal
T0189038,P03283,P03212,114280,2025-04-07,Bank Transfer,Pune,Normal
T0189039,P02766,P05053,36515,2025-01-27,Wallet,Jaipur,Normal
T0189040,P02807,P07682,54771,2025-01-22,Bank Transfer,Surat,Normal
T0189041,P08121,P08154,50347,2025-12-23,Bank Transfer,Pune,Normal
T0189042,P08211,P03277,13133,2025-11-17,Bank Transfer,Surat,Normal
T0189043,P04784,P09380,1343493,2025-06-18,Wallet,Kolkata,Suspicious
T0189044,P07818,P04163,40548,2025-06-13,Cash,Pune,Normal
T0189045,P09824,P08317,653504,2025-08-19,Cash,Mumbai,Suspicious
T0189046,P01233,P08106,93121,2025-04-14,UPI,Rajkot,Normal
T0189047,P04862,P03721,74869,2025-08-07,Cash,Bengaluru,Normal
T0189048,P07374,P02574,67469,2025-05-13,Crypto,Jaipur,Normal
T0189049,P02474,P03185,147360,2025-05-12,Crypto,Bengaluru,Normal
T0189050,P09907,P09130,21270,2025-09-23,Bank Transfer,Surat,Normal
T0189051,P02678,P04586,138320,2025-08-02,UPI,Rajkot,Normal
T0189052,P00918,P05481,129453,2025-03-10,UPI,Pune,Normal
T0189053,P07431,P08654,38278,2025-01-11,Crypto,Rajkot,Normal
T0189054,P00771,P03798,51822,2025-02-02,UPI,Surat,Normal
T0189055,P08740,P03916,25900,2025-07-12,Bank Transfer,Rajkot,Normal
T0189056,P02469,P08438,93129,2025-04-10,UPI,Surat,Normal
T0189057,P01402,P09546,265400,2025-01-29,Cash,Rajkot,Normal
T0189058,P03900,P01792,23263,2025-12-20,Crypto,Kolkata,Normal
T0189059,P04358,P03814,42800,2025-03-06,UPI,Indore,Normal
T0189060,P07696,P02172,24842,2025-06-05,Crypto,Vadodara,Normal
T0189061,P03974,P08403,109267,2025-12-27,Cash,Kolkata,Normal
T0189062,P03393,P09070,399694,2025-03-03,Bank Transfer,Jaipur,Suspicious
T0189063,P02292,P03230,133438,2025-12-08,Crypto,Delhi,Suspicious
T0189064,P01145,P05997,22610,2025-09-07,UPI,Surat,Normal
T0189065,P01609,P02047,343589,2025-12-12,UPI,Ahmedabad,Suspicious
T0189066,P05876,P08613,1601226,2025-04-13,Bank Transfer,Kolkata,Suspicious
T0189067,P07123,P08226,69383,2025-09-27,Bank Transfer,Surat,Normal
T0189068,P08776,P07140,143035,2025-01-20,Bank Transfer,Delhi,Normal
T0189069,P08492,P07666,38146,2025-07-20,Bank Transfer,Vadodara,Normal
T0189070,P01782,P05074,44753,2025-04-18,Crypto,Vadodara,Normal
T0189071,P00347,P03013,53360,2025-05-15,Bank Transfer,Pune,Normal
T0189072,P07846,P07371,41970,2025-11-29,UPI,Hyderabad,Normal
T0189073,P01297,P06062,371640,2025-01-16,Bank Transfer,Rajkot,Suspicious
T0189074,P08766,P00652,288698,2025-12-28,Bank Transfer,Ahmedabad,Normal
T0189075,P04546,P09462,73685,2025-03-31,UPI,Pune,Normal
T0189076,P04543,P04163,114387,2025-06-06,Bank Transfer,Rajkot,Normal
T0189077,P09379,P07891,51229,2025-07-17,Crypto,Vadodara,Normal
T0189078,P06161,P08323,86815,2025-04-09,Bank Transfer,Bengaluru,Suspicious
T0189079,P08950,P01174,14801,2025-08-22,Bank Transfer,Pune,Normal
T0189080,P04225,P08956,168939,2025-04-22,Crypto,Hyderabad,Normal
T0189081,P05186,P00817,21416,2025-08-12,Bank Transfer,Bengaluru,Normal
T0189082,P06135,P06361,15799,2025-10-13,UPI,Ahmedabad,Normal
T0189083,P04014,P05303,39235,2025-01-10,Bank Transfer,Indore,Suspicious
T0189084,P03899,P05183,96834,2025-07-09,Bank Transfer,Kolkata,Normal
T0189085,P05830,P02270,33303,2025-01-25,UPI,Vadodara,Normal
T0189086,P01535,P06714,89612,2025-03-13,Wallet,Mumbai,Normal
T0189087,P00847,P06817,127080,2025-11-15,Wallet,Vadodara,Normal
T0189088,P02980,P09575,126871,2025-05-15,UPI,Jaipur,Normal
T0189089,P00452,P07162,90203,2025-12-12,Cash,Pune,Normal
T0189090,P02745,P02850,298888,2025-12-12,Cash,Jaipur,Normal
T0189091,P04780,P00362,24850,2025-10-14,Crypto,Mumbai,Suspicious
T0189092,P09684,P02780,161257,2025-03-22,Bank Transfer,Indore,Normal
T0189093,P07253,P09991,47622,2025-01-01,Crypto,Pune,Normal
T0189094,P07522,P02685,22835,2025-06-22,UPI,Hyderabad,Normal
T0189095,P00343,P04645,99807,2025-10-24,Bank Transfer,Hyderabad,Normal
T0189096,P00512,P09819,22062,2025-12-11,UPI,Bengaluru,Normal
T0189097,P09957,P05991,23687,2025-06-01,Wallet,Mumbai,Normal
T0189098,P03341,P04108,52666,2025-03-24,Wallet,Jaipur,Normal
T0189099,P06053,P03704,14926,2025-06-03,Cash,Pune,Normal
T0189100,P08611,P06217,95580,2025-09-23,Cash,Surat,Normal
T0189101,P09909,P09675,14618,2025-04-16,UPI,Bengaluru,Normal
T0189102,P04348,P01813,92572,2025-07-14,Bank Transfer,Hyderabad,Suspicious
T0189103,P07027,P06155,765236,2025-09-09,Bank Transfer,Indore,Suspicious
T0189104,P04141,P05516,27442,2025-11-12,Bank Transfer,Bengaluru,Normal
T0189105,P09936,P04952,72674,2025-07-04,UPI,Rajkot,Normal
T0189106,P09392,P08917,14623,2025-09-18,Bank Transfer,Vadodara,Normal
T0189107,P06537,P09340,194240,2025-02-07,UPI,Bengaluru,Normal
T0189108,P08391,P05492,9317,2025-08-18,Bank Transfer,Ahmedabad,Normal
T0189109,P09558,P00505,320167,2025-08-01,UPI,Delhi,Suspicious
T0189110,P03244,P02698,40687,2025-12-23,Crypto,Pune,Normal
T0189111,P02725,P03549,150416,2025-09-07,Cash,Jaipur,Normal
T0189112,P08211,P05544,274707,2025-12-07,Bank Transfer,Bengaluru,Normal
T0189113,P01804,P08428,227561,2025-10-13,Bank Transfer,Bengaluru,Normal
T0189114,P03996,P02579,175507,2025-08-26,Crypto,Hyderabad,Normal
T0189115,P08954,P09319,19817,2025-02-07,UPI,Delhi,Normal
T0189116,P06285,P04913,46797,2025-02-17,Cash,Kolkata,Normal
T0189117,P08259,P05612,289678,2025-11-29,Cash,Kolkata,Normal
T0189118,P09937,P06644,23439,2025-10-04,UPI,Vadodara,Normal
T0189119,P02619,P05707,144799,2025-06-03,Bank Transfer,Hyderabad,Normal
T0189120,P04206,P02304,48863,2025-06-01,UPI,Ahmedabad,Normal
T0189121,P05482,P04445,100507,2025-08-08,Bank Transfer,Mumbai,Normal
T0189122,P03419,P02807,25705,2025-11-10,UPI,Mumbai,Normal
T0189123,P06200,P09318,365830,2025-09-20,Cash,Kolkata,Suspicious
T0189124,P09985,P03690,159295,2025-12-21,Crypto,Bengaluru,Suspicious
T0189125,P08312,P04908,29716,2025-08-20,UPI,Rajkot,Normal
T0189126,P05412,P07462,59283,2025-01-15,Bank Transfer,Pune,Normal
T0189127,P00564,P06334,69606,2025-01-26,Cash,Delhi,Normal
T0189128,P04033,P00714,48686,2025-08-21,UPI,Vadodara,Normal
T0189129,P06710,P03947,51092,2025-04-01,Wallet,Rajkot,Normal
T0189130,P04538,P07201,433688,2025-11-15,Bank Transfer,Delhi,Suspicious
T0189131,P07527,P01917,107289,2025-01-20,Bank Transfer,Hyderabad,Normal
T0189132,P08907,P00853,60434,2025-04-14,UPI,Jaipur,Normal
T0189133,P09201,P04155,83740,2025-01-24,Bank Transfer,Ahmedabad,Normal
T0189134,P01910,P03073,679477,2025-04-29,UPI,Bengaluru,Suspicious
T0189135,P02676,P01765,259239,2025-02-27,Bank Transfer,Bengaluru,Normal
T0189136,P03576,P05819,28650,2025-10-14,Bank Transfer,Ahmedabad,Normal
T0189137,P09910,P08797,18434,2025-11-11,UPI,Hyderabad,Normal
T0189138,P09426,P03699,37293,2025-04-01,Wallet,Surat,Suspicious
T0189139,P01085,P09711,100507,2025-03-03,Wallet,Rajkot,Normal
T0189140,P01331,P02124,94544,2025-11-29,Cash,Delhi,Normal
T0189141,P02109,P00779,10599,2025-10-26,Wallet,Bengaluru,Normal
T0189142,P00689,P09314,131805,2025-02-08,UPI,Vadodara,Normal
T0189143,P05742,P04907,15519,2025-07-12,Cash,Vadodara,Normal
T0189144,P05183,P04692,295870,2025-07-07,Bank Transfer,Pune,Normal
T0189145,P02796,P07594,24724,2025-05-23,Crypto,Hyderabad,Normal
T0189146,P00211,P06358,55644,2025-10-25,Bank Transfer,Ahmedabad,Normal
T0189147,P09219,P00797,29700,2025-06-16,Cash,Surat,Normal
T0189148,P04863,P04095,16333,2025-10-03,Bank Transfer,Hyderabad,Normal
T0189149,P08629,P08323,596809,2025-02-08,Bank Transfer,Indore,Suspicious
T0189150,P00281,P00719,34956,2025-01-24,Cash,Delhi,Normal
T0189151,P04256,P08380,61741,2025-08-14,Wallet,Mumbai,Normal
T0189152,P03027,P07440,115478,2025-05-02,Bank Transfer,Mumbai,Normal
T0189153,P09228,P06143,92590,2025-12-29,Wallet,Pune,Normal
T0189154,P03916,P03654,37377,2025-11-24,UPI,Delhi,Normal
T0189155,P08097,P03442,52172,2025-02-20,Crypto,Pune,Normal
T0189156,P00722,P07678,65582,2025-11-19,Bank Transfer,Rajkot,Normal
T0189157,P00009,P08776,250171,2025-02-08,Crypto,Bengaluru,Normal
T0189158,P03687,P05010,93142,2025-06-18,Bank Transfer,Vadodara,Normal
T0189159,P09682,P07775,27291,2025-05-13,Cash,Rajkot,Normal
T0189160,P04903,P04087,32642,2025-01-08,UPI,Pune,Normal
T0189161,P01925,P07034,240367,2025-11-20,UPI,Pune,Normal
T0189162,P02551,P06968,284927,2025-11-21,Bank Transfer,Surat,Normal
T0189163,P01280,P01215,22917,2025-10-11,Cash,Surat,Normal
T0189164,P03165,P09601,15710,2025-07-12,Bank Transfer,Pune,Normal
T0189165,P05927,P04055,39835,2025-03-03,Bank Transfer,Kolkata,Normal
T0189166,P02435,P09096,78983,2025-09-21,Bank Transfer,Delhi,Normal
T0189167,P03021,P04287,262431,2025-10-15,Bank Transfer,Bengaluru,Normal
T0189168,P06234,P03530,90126,2025-08-22,UPI,Hyderabad,Suspicious
